EditorYear	EdiCount	AutCount
-2	0	0.0
-1	0	0.0
0	10	0.0
1	13	0.0
-31	0	0.0
-30	0	0.0
2	34	0.0
3	13	0.0
4	44	0.0425531914893617
5	26	0.0
6	30	0.0
7	10	0.0
8	19	0.046511627906976744
9	66	0.024390243902439025
10	37	0.07317073170731707
11	28	0.04878048780487805
12	14	0.1
13	37	0.05
14	40	0.0
15	25	0.08108108108108109
16	38	0.05405405405405406
17	79	0.35294117647058826
18	99	0.09375
19	111	0.0
20	150	0.038461538461538464
21	196	0.043478260869565216
22	236	0.045454545454545456
23	256	0.10526315789473684
24	224	0.058823529411764705
25	235	0.35714285714285715
26	216	0.08333333333333333
-32	0	0.0
-6	0	0.0
-5	0	0.0
-4	0	0.0
-3	0	0.0
-2	0	0.0
-1	0	0.0
0	2	0.0
1	4	0.0
2	2	0.0
3	7	0.0
4	1	0.0
5	13	0.0
6	7	0.0
7	21	0.0
8	42	0.0
9	30	0.0
10	30	0.0
11	58	0.0
12	44	0.0
13	29	0.0
14	64	0.02702702702702703
15	28	0.0
16	29	0.027777777777777776
17	36	0.0
18	26	0.030303030303030304
19	59	0.03125
20	14	0.0
21	36	0.03333333333333333
22	23	0.0
23	45	0.06666666666666667
24	22	0.0
-7	0	0.0
25	40	0.0
26	26	0.0
27	10	0.0
-28	0	0.0
-27	0	0.0
-26	0	0.0
-25	0	0.0
-24	0	0.0
-23	0	0.0
-22	0	0.0
-21	0	0.0
-20	0	0.0
-19	0	0.0
-18	0	0.0
-17	0	0.0
-16	0	0.0
-15	0	0.0
-14	0	0.0
-13	0	0.0
-12	0	0.0
-11	0	0.0
-10	0	0.0
-9	0	0.0
-8	0	0.0
-7	0	0.0
-6	0	0.0
-5	0	0.0
-4	0	0.0
-3	0	0.0
-2	0	0.0
-1	2	2.0
0	27	1.2
1	14	0.0
2	108	2.4
3	69	0.0
4	95	1.0810810810810811
5	80	0.5405405405405406
6	60	3.7837837837837838
7	52	1.6216216216216217
8	58	2.7027027027027026
9	72	1.0810810810810811
10	53	0.0
11	94	0.0
12	72	0.0
13	44	1.0810810810810811
14	58	1.0810810810810811
15	49	1.0810810810810811
16	86	0.0
17	49	2.0
18	52	0.0
19	41	0.0
20	24	0.0
21	113	0.0
22	2	0.0
23	5	0.0
24	8	2.0
25	1	0.0
26	0	0.0
27	5	0.0
28	0	0.0
29	2	0.0
-25	0	0.0
-24	0	0.0
-23	0	0.0
-22	0	0.0
-21	1	0.0
-20	0	0.0
-19	0	0.0
-18	0	0.0
-17	0	0.0
-16	1	0.0
-15	7	0.0
-14	9	0.0
-13	5	0.0
-12	25	0.0
-11	17	1.0
-10	22	3.0
-9	15	5.0
-8	25	36.0
-7	35	35.0
-6	22	37.0
-5	43	63.0
-4	43	52.0
-3	59	61.0
-2	34	43.0
-1	60	61.0
0	106	53.0
1	63	56.0
2	59	53.0
3	118	40.0
4	120	98.0
5	109	29.0
6	77	24.0
7	111	33.0
8	71	36.0
9	79	27.0
10	94	15.0
11	91	15.0
-10	0	0.44
-9	0	0.44
-8	0	0.56
-7	1	1.32
-6	0	3.36
-5	1	2.44
-4	5	1.56
-3	10	4.12
-2	3	4.88
-1	5	5.0
0	5	4.0
1	5	3.88
2	6	2.68
3	29	2.56
4	61	1.56
5	56	0.0
6	71	2.64
7	28	7.0
8	81	1.0
9	56	0.0
10	71	0.0
11	12	0.0
12	29	0.0
13	23	0.0
14	12	0.0
15	11	2.0
16	25	0.0
17	14	0.0
18	23	0.0
19	5	0.0
20	11	0.0
21	21	0.0
22	17	0.0
23	8	0.0
24	7	0.0
25	21	0.0
26	12	0.0
27	0	0.0
28	0	0.0
29	0	0.0
30	0	0.0
31	4	0.0
