EditorYear	PeerPercent	Cohort
4	0.1276595744680851	4
5	0.14173228346456693	4
0	0.0	4
1	0.0	4
2	0.15384615384615385	4
3	0.08333333333333333	4
4	0.0	4
-4	0.015463917525773196	4
-3	0.028708133971291867	4
-2	0.030612244897959183	4
-1	0.0	4
0	0.0	4
1	0.3333333333333333	4
2	0.21621621621621623	4
1	1.0	4
2	0.0	4
3	0.058823529411764705	4
4	0.0	4
5	0.14285714285714285	4
-2	0.0	4
-1	0.0	4
0	0.0	4
1	0.043478260869565216	4
2	0.0	4
3	0.0	4
4	0.0	4
5	0.12	4
1	1.0	4
2	0.6666666666666666	4
3	0.0	4
4	0.6666666666666666	4
5	0.1	4
-4	0.1388888888888889	4
-3	0.25	4
-2	0.08571428571428572	4
-1	0.04081632653061224	4
0	0.058823529411764705	4
1	0.25	4
2	0.0	4
3	0.0	4
4	0.0	4
5	1.0	4
-4	0.0	4
-3	0.5	4
-2	1.0	4
-1	0.16666666666666666	4
0	0.0	4
1	0.13966480446927373	4
2	0.10884353741496598	4
3	0.06349206349206349	4
-4	0.0	4
-3	0.0	4
1	0.0	4
2	0.13513513513513514	4
3	0.09090909090909091	4
4	0.022222222222222223	4
5	0.038461538461538464	4
-4	0.0	4
-3	0.05	4
-2	0.05128205128205128	4
-1	0.11428571428571428	4
0	0.0625	4
1	0.10714285714285714	4
2	0.0	4
3	0.0	4
4	0.125	4
-4	0.0	4
-3	0.0	4
-2	0.0	4
-1	0.5	4
0	0.07692307692307693	4
1	0.057692307692307696	4
2	0.047619047619047616	4
3	0.0425531914893617	4
-4	0.0	4
-3	0.0	4
-2	0.0	4
-1	0.0	4
0	0.1	4
1	0.06666666666666667	4
2	0.14285714285714285	4
3	0.0	4
4	0.0	4
5	1.0	4
0	0.3333333333333333	4
1	0.11267605633802817	4
2	0.13725490196078433	4
3	0.16483516483516483	4
4	0.054945054945054944	4
5	0.16279069767441862	4
-4	0.024390243902439025	4
-3	0.023809523809523808	4
-2	0.0	4
-1	0.0	4
0	0.058823529411764705	4
1	0.1	4
2	0.08333333333333333	4
3	0.0	4
4	0.0	4
5	0.0	4
-1	0.041666666666666664	4
0	0.037037037037037035	4
1	0.038461538461538464	4
2	0.08	4
3	0.04	4
4	0.0	4
5	0.08333333333333333	4
1	1.0	4
2	0.0	4
3	1.0	4
4	0.0	4
5	0.0	4
1	0.2	4
2	0.0	4
3	0.75	4
4	0.38461538461538464	4
5	0.375	4
1	0.043478260869565216	4
2	0.15789473684210525	4
3	0.1111111111111111	4
4	0.043478260869565216	4
5	0.047619047619047616	4
0	0.027777777777777776	4
1	0.037037037037037035	4
2	0.14754098360655737	4
3	0.012345679012345678	4
4	0.0	4
5	0.0	4
-2	0.0	4
-1	0.0	4
0	0.0625	4
1	0.043243243243243246	4
2	0.03333333333333333	4
-2	0.0	4
-1	0.0	4
0	0.05660377358490566	4
1	0.030303030303030304	4
2	0.3191489361702128	4
3	0.0	4
4	0.0	4
5	0.0	4
0	0.07964601769911504	4
1	0.07246376811594203	4
2	0.10416666666666667	4
-4	0.5	4
-3	0.25	4
-2	0.0	4
-1	0.08333333333333333	4
0	0.2	4
1	0.15384615384615385	4
2	0.5	4
3	0.0	4
4	0.2222222222222222	4
5	0.10526315789473684	4
0	0.0	4
1	0.08	4
2	0.061224489795918366	4
3	0.0975609756097561	4
4	0.08	4
5	0.25	4
1	0.3333333333333333	4
-3	0.0	4
-2	0.5	4
-1	0.07142857142857142	4
0	0.09090909090909091	4
1	0.22727272727272727	4
2	0.2727272727272727	4
3	0.4	4
4	0.6363636363636364	4
5	0.0	4
1	0.14285714285714285	4
2	0.1	4
3	0.14285714285714285	4
4	0.0	4
5	0.2	4
1	0.03225806451612903	4
2	0.1111111111111111	4
